1439536729599, 53, 0, 14-Aug-2015-10-18
1439536789600, 53, 0, 14-Aug-2015-10-19
1439536849600, 57, 1, 14-Aug-2015-10-20
1439536909600, 58, 0, 14-Aug-2015-10-21
1439536969601, 58, 0, 14-Aug-2015-10-22
1439537029601, 53, 0, 14-Aug-2015-10-23
1439537089602, 55, 0, 14-Aug-2015-10-24
1439537149602, 53, 1, 14-Aug-2015-10-25
1439537209603, 54, 2, 14-Aug-2015-10-26
1439537269603, 58, 0, 14-Aug-2015-10-27
1439537329603, 59, 1, 14-Aug-2015-10-28
1439537389604, 57, 0, 14-Aug-2015-10-29
1439537449604, 58, 5, 14-Aug-2015-10-30
1439537509605, 64, 2, 14-Aug-2015-10-31
1439537569605, 63, 0, 14-Aug-2015-10-32
1439537629606, 65, 0, 14-Aug-2015-10-33
1439537689606, 65, 0, 14-Aug-2015-10-34
1439537749606, 62, 1, 14-Aug-2015-10-35
1439537809607, 63, 1, 14-Aug-2015-10-36
1439537869607, 63, 1, 14-Aug-2015-10-37
1439537929608, 68, 3, 14-Aug-2015-10-38
1439537989608, 70, 0, 14-Aug-2015-10-39
1439538049609, 67, 2, 14-Aug-2015-10-40
1439538109609, 66, 0, 14-Aug-2015-10-41
1439538169609, 62, 2, 14-Aug-2015-10-42
1439538229610, 67, 1, 14-Aug-2015-10-43
1439538289610, 74, 0, 14-Aug-2015-10-44
1439538349611, 72, 4, 14-Aug-2015-10-45
1439538409611, 72, 0, 14-Aug-2015-10-46
1439538469612, 74, 0, 14-Aug-2015-10-47
1439538529612, 76, 0, 14-Aug-2015-10-48
1439538589612, 75, 0, 14-Aug-2015-10-49
1439538649613, 75, 0, 14-Aug-2015-10-50
1439538709613, 72, 1, 14-Aug-2015-10-51
1439538769614, 72, 1, 14-Aug-2015-10-52
1439538829614, 66, 1, 14-Aug-2015-10-53
1439538889615, 65, 0, 14-Aug-2015-10-54
1439538949615, 66, 0, 14-Aug-2015-10-55
1439539009615, 67, 2, 14-Aug-2015-10-56
1439539069615, 64, 0, 14-Aug-2015-10-57
1439539129615, 63, 0, 14-Aug-2015-10-58
1439539189616, 64, 0, 14-Aug-2015-10-59
1439539249616, 67, 4, 14-Aug-2015-11-00
1439539309617, 66, 4, 14-Aug-2015-11-01
1439539369617, 67, 2, 14-Aug-2015-11-02
