1440574634667, 74, 1, 26-Aug-2015-10-37
1440574694667, 76, 0, 26-Aug-2015-10-38
1440574754667, 80, 0, 26-Aug-2015-10-39
1440574814667, 81, 0, 26-Aug-2015-10-40
1440574874668, 80, 0, 26-Aug-2015-10-41
1440574934668, 76, 0, 26-Aug-2015-10-42
1440574994669, 74, 1, 26-Aug-2015-10-43
1440575054669, 77, 0, 26-Aug-2015-10-44
1440575114670, 81, 2, 26-Aug-2015-10-45
1440575174671, 85, 6, 26-Aug-2015-10-46
1440575234671, 83, 0, 26-Aug-2015-10-47
1440575294671, 85, 0, 26-Aug-2015-10-48
1440575354672, 85, 1, 26-Aug-2015-10-49
1440575414672, 84, 2, 26-Aug-2015-10-50
1440575474673, 82, 0, 26-Aug-2015-10-51
1440575534674, 85, 0, 26-Aug-2015-10-52
1440575594674, 88, 0, 26-Aug-2015-10-53
1440575654675, 87, 0, 26-Aug-2015-10-54
1440575714675, 86, 0, 26-Aug-2015-10-55
1440575774676, 82, 0, 26-Aug-2015-10-56
1440575834676, 85, 2, 26-Aug-2015-10-57
1440575894676, 79, 0, 26-Aug-2015-10-58
1440575954677, 81, 0, 26-Aug-2015-10-59
1440576014677, 81, 0, 26-Aug-2015-11-00
1440576074678, 81, 1, 26-Aug-2015-11-01
1440576134678, 84, 2, 26-Aug-2015-11-02
1440576194679, 92, 0, 26-Aug-2015-11-03
1440576254679, 96, 0, 26-Aug-2015-11-04
1440576314679, 96, 1, 26-Aug-2015-11-05
1440576374679, 91, 1, 26-Aug-2015-11-06
1440576434680, 93, 1, 26-Aug-2015-11-07
1440576494680, 90, 0, 26-Aug-2015-11-08
1440576554681, 89, 0, 26-Aug-2015-11-09
1440576614681, 88, 4, 26-Aug-2015-11-10
1440576674682, 88, 0, 26-Aug-2015-11-11
1440576734682, 89, 0, 26-Aug-2015-11-12
1440576794682, 94, 2, 26-Aug-2015-11-13
1440576854683, 89, 1, 26-Aug-2015-11-14
1440576914683, 84, 1, 26-Aug-2015-11-15
1440576974684, 84, 4, 26-Aug-2015-11-16
1440577034684, 89, 2, 26-Aug-2015-11-17
1440577094685, 82, 0, 26-Aug-2015-11-18
1440577154685, 86, 1, 26-Aug-2015-11-19
1440577214685, 87, 1, 26-Aug-2015-11-20
1440577274685, 85, 0, 26-Aug-2015-11-21
1440577334685, 85, 0, 26-Aug-2015-11-22
1440577394686, 88, 1, 26-Aug-2015-11-23
1440577454686, 88, 0, 26-Aug-2015-11-24
1440577514687, 90, 1, 26-Aug-2015-11-25
1440577574687, 89, 0, 26-Aug-2015-11-26
1440577634688, 86, 0, 26-Aug-2015-11-27
1440577694688, 86, 2, 26-Aug-2015-11-28
1440577754688, 87, 0, 26-Aug-2015-11-29
1440577814689, 89, 1, 26-Aug-2015-11-30
1440577874689, 90, 3, 26-Aug-2015-11-31
1440577934690, 88, 0, 26-Aug-2015-11-32
1440577994690, 87, 1, 26-Aug-2015-11-33
1440578054691, 86, 0, 26-Aug-2015-11-34
1440578114691, 88, 0, 26-Aug-2015-11-35
1440578174691, 88, 0, 26-Aug-2015-11-36
1440578234692, 87, 0, 26-Aug-2015-11-37
1440578294692, 86, 0, 26-Aug-2015-11-38
1440578354693, 89, 1, 26-Aug-2015-11-39
1440578414693, 86, 1, 26-Aug-2015-11-40
1440578474694, 85, 0, 26-Aug-2015-11-41
1440578534694, 80, 1, 26-Aug-2015-11-42
1440578594694, 81, 1, 26-Aug-2015-11-43
1440578654695, 85, 1, 26-Aug-2015-11-44
1440578714695, 86, 2, 26-Aug-2015-11-45
1440578774696, 86, 1, 26-Aug-2015-11-46
1440578834696, 88, 0, 26-Aug-2015-11-47
1440578894697, 82, 1, 26-Aug-2015-11-48
1440578954697, 81, 0, 26-Aug-2015-11-49
1440579014697, 83, 3, 26-Aug-2015-11-50
1440579074698, 82, 4, 26-Aug-2015-11-51
1440579134698, 83, 1, 26-Aug-2015-11-52
1440579194699, 80, 0, 26-Aug-2015-11-53
1440579254699, 80, 1, 26-Aug-2015-11-54
1440579314700, 83, 0, 26-Aug-2015-11-55
1440579374700, 82, 1, 26-Aug-2015-11-56
1440579434700, 84, 2, 26-Aug-2015-11-57
1440579494701, 78, 0, 26-Aug-2015-11-58
1440579554701, 78, 0, 26-Aug-2015-11-59
1440579614702, 80, 0, 26-Aug-2015-12-00
1440579674702, 80, 6, 26-Aug-2015-12-01
1440579734703, 77, 3, 26-Aug-2015-12-02
1440579794703, 78, 0, 26-Aug-2015-12-03
1440579854703, 80, 0, 26-Aug-2015-12-04
1440579914703, 78, 1, 26-Aug-2015-12-05
1440579974703, 73, 0, 26-Aug-2015-12-06
1440580034704, 70, 0, 26-Aug-2015-12-07
1440580094704, 73, 1, 26-Aug-2015-12-08
1440580154705, 73, 1, 26-Aug-2015-12-09
1440580214705, 69, 2, 26-Aug-2015-12-10
1440580274706, 72, 2, 26-Aug-2015-12-11
1440580334706, 76, 0, 26-Aug-2015-12-12
1440580394706, 76, 1, 26-Aug-2015-12-13
1440580454707, 68, 0, 26-Aug-2015-12-14
1440580514707, 66, 0, 26-Aug-2015-12-15
1440580574708, 69, 3, 26-Aug-2015-12-16
1440580634708, 65, 1, 26-Aug-2015-12-17
1440580694709, 63, 0, 26-Aug-2015-12-18
1440580754709, 65, 0, 26-Aug-2015-12-19
1440580814709, 63, 0, 26-Aug-2015-12-20
1440580874710, 64, 1, 26-Aug-2015-12-21
1440580934710, 65, 0, 26-Aug-2015-12-22
1440580994711, 65, 0, 26-Aug-2015-12-23
