1439787108635, 19, 0, 17-Aug-2015-07-51
1439787168635, 21, 0, 17-Aug-2015-07-52
1439787228636, 23, 0, 17-Aug-2015-07-53
1439787288636, 24, 0, 17-Aug-2015-07-54
1439787348637, 27, 0, 17-Aug-2015-07-55
1439787408637, 28, 0, 17-Aug-2015-07-56
1439787468638, 28, 0, 17-Aug-2015-07-57
1439787528638, 27, 0, 17-Aug-2015-07-58
1439787588638, 26, 0, 17-Aug-2015-07-59
1439787648638, 27, 1, 17-Aug-2015-08-00
1439787708638, 28, 2, 17-Aug-2015-08-01
1439787768639, 27, 0, 17-Aug-2015-08-02
1439787828639, 26, 0, 17-Aug-2015-08-03
1439787888640, 29, 0, 17-Aug-2015-08-04
1439787948640, 30, 2, 17-Aug-2015-08-05
1439788008641, 32, 0, 17-Aug-2015-08-06
1439788068641, 31, 0, 17-Aug-2015-08-07
1439788128641, 33, 0, 17-Aug-2015-08-08
1439788188642, 36, 0, 17-Aug-2015-08-09
1439788248642, 33, 0, 17-Aug-2015-08-10
1439788308643, 29, 0, 17-Aug-2015-08-11
1439788368643, 31, 0, 17-Aug-2015-08-12
1439788428644, 32, 0, 17-Aug-2015-08-13
1439788488644, 35, 1, 17-Aug-2015-08-14
1439788548644, 37, 0, 17-Aug-2015-08-15
1439788608645, 35, 0, 17-Aug-2015-08-16
1439788668645, 34, 1, 17-Aug-2015-08-17
1439788728646, 33, 0, 17-Aug-2015-08-18
1439788788646, 34, 0, 17-Aug-2015-08-19
1439788848647, 34, 1, 17-Aug-2015-08-20
1439788908647, 30, 0, 17-Aug-2015-08-21
1439788968647, 31, 0, 17-Aug-2015-08-22
1439789028648, 30, 0, 17-Aug-2015-08-23
1439789088648, 32, 0, 17-Aug-2015-08-24
1439789148649, 33, 0, 17-Aug-2015-08-25
1439789208650, 34, 0, 17-Aug-2015-08-26
1439789268651, 33, 0, 17-Aug-2015-08-27
1439789328651, 36, 0, 17-Aug-2015-08-28
1439789388651, 33, 0, 17-Aug-2015-08-29
1439789448652, 29, 0, 17-Aug-2015-08-30
1439789508652, 29, 0, 17-Aug-2015-08-31
1439789568653, 30, 0, 17-Aug-2015-08-32
1439789628653, 31, 0, 17-Aug-2015-08-33
