1439832608197, 89, 0, 17-Aug-2015-20-30
1439832668197, 88, 3, 17-Aug-2015-20-31
1439832728197, 88, 1, 17-Aug-2015-20-32
1439832788198, 85, 0, 17-Aug-2015-20-33
1439832848198, 88, 0, 17-Aug-2015-20-34
1439832908199, 92, 0, 17-Aug-2015-20-35
1439832968199, 89, 1, 17-Aug-2015-20-36
1439833028200, 89, 0, 17-Aug-2015-20-37
1439833088200, 87, 0, 17-Aug-2015-20-38
1439833148200, 88, 1, 17-Aug-2015-20-39
1439833208201, 89, 0, 17-Aug-2015-20-40
1439833268201, 91, 2, 17-Aug-2015-20-41
1439833328202, 87, 0, 17-Aug-2015-20-42
1439833388202, 86, 0, 17-Aug-2015-20-43
1439833448203, 88, 0, 17-Aug-2015-20-44
1439833508203, 87, 2, 17-Aug-2015-20-45
1439833568203, 87, 1, 17-Aug-2015-20-46
1439833628204, 90, 1, 17-Aug-2015-20-47
1439833688204, 93, 2, 17-Aug-2015-20-48
1439833748205, 93, 0, 17-Aug-2015-20-49
1439833808205, 86, 2, 17-Aug-2015-20-50
1439833868206, 91, 0, 17-Aug-2015-20-51
1439833928206, 90, 0, 17-Aug-2015-20-52
1439833988206, 92, 1, 17-Aug-2015-20-53
1439834048207, 91, 1, 17-Aug-2015-20-54
1439834108207, 92, 0, 17-Aug-2015-20-55
1439834168208, 88, 1, 17-Aug-2015-20-56
1439834228208, 94, 0, 17-Aug-2015-20-57
1439834288209, 94, 0, 17-Aug-2015-20-58
1439834348209, 93, 1, 17-Aug-2015-20-59
1439834408209, 92, 2, 17-Aug-2015-21-00
1439834468210, 96, 4, 17-Aug-2015-21-01
1439834528210, 97, 3, 17-Aug-2015-21-02
1439834588211, 94, 0, 17-Aug-2015-21-03
1439834648211, 95, 0, 17-Aug-2015-21-04
1439834708212, 92, 2, 17-Aug-2015-21-05
1439834768212, 86, 1, 17-Aug-2015-21-06
1439834828212, 82, 0, 17-Aug-2015-21-07
1439834888213, 89, 0, 17-Aug-2015-21-08
1439834948213, 92, 0, 17-Aug-2015-21-09
1439835008215, 93, 1, 17-Aug-2015-21-10
1439835068215, 95, 2, 17-Aug-2015-21-11
1439835128216, 93, 1, 17-Aug-2015-21-12
1439835188216, 91, 0, 17-Aug-2015-21-13
1439835248217, 90, 0, 17-Aug-2015-21-14
1439835308217, 92, 0, 17-Aug-2015-21-15
1439835368217, 91, 4, 17-Aug-2015-21-16
1439835428218, 91, 2, 17-Aug-2015-21-17
1439835488218, 94, 0, 17-Aug-2015-21-18
1439835548219, 96, 1, 17-Aug-2015-21-19
1439835608219, 93, 0, 17-Aug-2015-21-20
1439835668220, 95, 2, 17-Aug-2015-21-21
1439835728220, 97, 1, 17-Aug-2015-21-22
1439835788220, 97, 0, 17-Aug-2015-21-23
1439835848221, 95, 0, 17-Aug-2015-21-24
1439835908221, 99, 1, 17-Aug-2015-21-25
1439835968222, 98, 2, 17-Aug-2015-21-26
1439836028222, 99, 0, 17-Aug-2015-21-27
1439836088223, 97, 0, 17-Aug-2015-21-28
1439836148223, 93, 0, 17-Aug-2015-21-29
1439836208223, 88, 0, 17-Aug-2015-21-30
1439836268224, 92, 2, 17-Aug-2015-21-31
1439836328224, 89, 2, 17-Aug-2015-21-32
1439836388225, 93, 1, 17-Aug-2015-21-33
1439836448225, 96, 1, 17-Aug-2015-21-34
1439836508226, 96, 0, 17-Aug-2015-21-35
1439836568226, 99, 0, 17-Aug-2015-21-36
1439836628226, 97, 1, 17-Aug-2015-21-37
1439836688227, 94, 0, 17-Aug-2015-21-38
1439836748227, 97, 0, 17-Aug-2015-21-39
1439836808228, 96, 1, 17-Aug-2015-21-40
1439836868228, 91, 0, 17-Aug-2015-21-41
1439836928229, 89, 0, 17-Aug-2015-21-42
1439836988229, 87, 0, 17-Aug-2015-21-43
1439837048229, 90, 0, 17-Aug-2015-21-44
1439837108230, 89, 0, 17-Aug-2015-21-45
1439837168230, 83, 2, 17-Aug-2015-21-46
1439837228231, 87, 1, 17-Aug-2015-21-47
1439837288231, 86, 1, 17-Aug-2015-21-48
1439837348232, 86, 0, 17-Aug-2015-21-49
1439837408232, 89, 0, 17-Aug-2015-21-50
1439837468232, 86, 1, 17-Aug-2015-21-51
1439837528232, 87, 1, 17-Aug-2015-21-52
1439837588232, 84, 1, 17-Aug-2015-21-53
1439837648233, 85, 0, 17-Aug-2015-21-54
1439837708233, 84, 1, 17-Aug-2015-21-55
1439837768234, 86, 2, 17-Aug-2015-21-56
1439837828234, 85, 0, 17-Aug-2015-21-57
1439837888235, 85, 0, 17-Aug-2015-21-58
1439837948235, 81, 1, 17-Aug-2015-21-59
1439838008235, 84, 0, 17-Aug-2015-22-00
1439838068236, 88, 6, 17-Aug-2015-22-01
1439838128236, 86, 0, 17-Aug-2015-22-02
1439838188237, 84, 1, 17-Aug-2015-22-03
1439838248237, 88, 1, 17-Aug-2015-22-04
1439838308238, 89, 2, 17-Aug-2015-22-05
1439838368238, 91, 2, 17-Aug-2015-22-06
1439838428238, 92, 0, 17-Aug-2015-22-07
1439838488239, 91, 0, 17-Aug-2015-22-08
1439838548239, 88, 0, 17-Aug-2015-22-09
1439838608240, 87, 0, 17-Aug-2015-22-10
1439838668240, 89, 2, 17-Aug-2015-22-11
1439838728241, 90, 1, 17-Aug-2015-22-12
1439838788241, 89, 0, 17-Aug-2015-22-13
1439838848241, 96, 0, 17-Aug-2015-22-14
1439838908242, 94, 0, 17-Aug-2015-22-15
1439838968242, 93, 2, 17-Aug-2015-22-16
1439839028243, 93, 1, 17-Aug-2015-22-17
1439839088243, 95, 0, 17-Aug-2015-22-18
1439839148244, 94, 0, 17-Aug-2015-22-19
1439839208244, 99, 1, 17-Aug-2015-22-20
1439839268244, 99, 1, 17-Aug-2015-22-21
1439839328245, 100, 0, 17-Aug-2015-22-22
1439839388245, 100, 0, 17-Aug-2015-22-23
1439839448246, 97, 0, 17-Aug-2015-22-24
1439839508246, 97, 1, 17-Aug-2015-22-25
1439839568247, 96, 0, 17-Aug-2015-22-26
1439839628247, 95, 0, 17-Aug-2015-22-27
1439839688247, 96, 0, 17-Aug-2015-22-28
1439839748248, 92, 1, 17-Aug-2015-22-29
1439839808248, 95, 2, 17-Aug-2015-22-30
1439839868249, 95, 2, 17-Aug-2015-22-31
1439839928249, 97, 1, 17-Aug-2015-22-32
1439839988250, 95, 0, 17-Aug-2015-22-33
1439840048250, 95, 0, 17-Aug-2015-22-34
1439840108250, 97, 0, 17-Aug-2015-22-35
1439840168251, 97, 3, 17-Aug-2015-22-36
1439840228251, 100, 2, 17-Aug-2015-22-37
1439840288252, 96, 1, 17-Aug-2015-22-38
1439840348253, 97, 0, 17-Aug-2015-22-39
1439840408254, 101, 0, 17-Aug-2015-22-40
1439840468254, 100, 0, 17-Aug-2015-22-41
1439840528255, 103, 0, 17-Aug-2015-22-42
1439840588255, 105, 1, 17-Aug-2015-22-43
1439840648255, 106, 0, 17-Aug-2015-22-44
1439840708256, 101, 1, 17-Aug-2015-22-45
1439840768256, 104, 0, 17-Aug-2015-22-46
1439840828257, 102, 2, 17-Aug-2015-22-47
1439840888257, 99, 1, 17-Aug-2015-22-48
1439840948258, 105, 1, 17-Aug-2015-22-49
1439841008258, 104, 1, 17-Aug-2015-22-50
1439841068258, 108, 0, 17-Aug-2015-22-51
1439841128259, 107, 1, 17-Aug-2015-22-52
1439841188259, 106, 0, 17-Aug-2015-22-53
1439841248260, 109, 1, 17-Aug-2015-22-54
1439841308260, 107, 0, 17-Aug-2015-22-55
1439841368261, 109, 1, 17-Aug-2015-22-56
1439841428261, 106, 1, 17-Aug-2015-22-57
1439841488261, 106, 0, 17-Aug-2015-22-58
1439841548262, 103, 0, 17-Aug-2015-22-59
1439841608262, 100, 0, 17-Aug-2015-23-00
1439841668263, 98, 6, 17-Aug-2015-23-01
1439841728264, 101, 0, 17-Aug-2015-23-02
1439841788265, 104, 3, 17-Aug-2015-23-03
1439841848265, 102, 0, 17-Aug-2015-23-04
1439841908265, 101, 2, 17-Aug-2015-23-05
1439841968266, 102, 1, 17-Aug-2015-23-06
1439842028266, 99, 1, 17-Aug-2015-23-07
1439842088267, 98, 0, 17-Aug-2015-23-08
1439842148267, 97, 0, 17-Aug-2015-23-09
1439842208268, 95, 2, 17-Aug-2015-23-10
1439842268268, 95, 2, 17-Aug-2015-23-11
1439842328268, 93, 1, 17-Aug-2015-23-12
1439842388269, 90, 0, 17-Aug-2015-23-13
1439842448269, 93, 2, 17-Aug-2015-23-14
